activity	time	p	p_peak	p_smooth
"Working out, unspecified"	330	0.002264992	0.651511496	0.581442107
"Skiing, ice skating, snowboarding"	330	0	0	0
Doing yoga	330	1.21E-04	0.283238106	0.205540061
Playing billiards	330	6.87E-06	0.008377735	0.005585157
Fishing	330	2.30E-04	0.137867677	0.134434476
Dancing	330	1.22E-05	0.016357515	0.016357515
Playing football	330	0	0	0
Vehicle touring/racing	330	0	0	0
Softball	330	2.19E-05	0.036839561	0.036839561
Playing soccer	330	0	0	0
Doing aerobics	330	1.04E-04	0.170677921	0.144442435
Hunting	330	4.22E-04	0.388361734	0.365684506
Participating in martial arts	330	1.08E-05	0.03546524	0.029601805
Bowling	330	0	0	0.002372864
Rollerblading	330	3.95E-06	0.012400697	0.012400697
Golfing	330	6.55E-06	0.002793737	0.003212963
Playing volleyball	330	0	0	0
Boating	330	2.36E-05	0.035111026	0.038756382
Playing baseball	330	6.25E-06	0.013392419	0.00892828
Running	335	7.61E-04	0.518908579	0.548091244
Playing racquet sports	335	1.25E-05	0.025962003	0.031976577
Weightlifting/strength training	335	7.07E-04	0.44166533	0.447395768
Hiking	335	7.52E-06	0.014867353	0.015920888
Biking	335	1.19E-04	0.143465827	0.147860231
Walking	335	9.10E-04	0.196711567	0.196002119
Using cardiovascular equipment	335	8.53E-04	0.64014185	0.666388775
Participating in water sports	335	1.30E-04	0.040603246	0.040833192
Playing basketball	335	2.52E-05	0.012060225	0.011914725
"Working out, unspecified"	335	0.002211556	0.636141016	0.638934479
"Skiing, ice skating, snowboarding"	335	0	0	0
Doing yoga	335	8.40E-05	0.196715265	0.220599489
Playing billiards	335	0	0	0.002792578
Fishing	335	2.29E-04	0.137103976	0.138594056
Dancing	335	1.22E-05	0.016357515	0.016357515
Playing football	335	0	0	0
Vehicle touring/racing	335	0	0	0
Softball	335	2.19E-05	0.036839561	0.036839561
Playing soccer	335	0	0	0
Doing aerobics	335	7.50E-05	0.122567154	0.138604076
Hunting	335	4.46E-04	0.410816105	0.414625758
Participating in martial arts	335	5.45E-06	0.017874933	0.023738369
Bowling	335	8.78E-06	0.007118593	0.004745729
Rollerblading	335	3.95E-06	0.012400697	0.012400697
Golfing	335	9.50E-06	0.004051415	0.005125354
Playing volleyball	335	0	0	0
Boating	335	3.10E-05	0.046047094	0.042401738
Playing baseball	335	6.25E-06	0.013392419	0.013392419
Running	340	7.97E-04	0.543654197	0.532133773
Playing racquet sports	340	2.11E-05	0.044005724	0.03799115
Weightlifting/strength training	340	7.55E-04	0.471506394	0.4789899
Hiking	340	9.12E-06	0.018027957	0.016974423
Biking	340	1.19E-04	0.143465827	0.143465827
Walking	340	9.44E-04	0.204129579	0.214787697
Using cardiovascular equipment	340	8.40E-04	0.630533697	0.674027188
Participating in water sports	340	1.41E-04	0.043999763	0.046273238
Playing basketball	340	2.92E-05	0.013989925	0.013787881
"Working out, unspecified"	340	0.002187255	0.629150924	0.649045159
"Skiing, ice skating, snowboarding"	340	0	0	0
Doing yoga	340	7.76E-05	0.181845096	0.198966502
Playing billiards	340	0	0	0
Fishing	340	2.35E-04	0.140810514	0.142376514
Dancing	340	1.22E-05	0.016357515	0.016357515
Playing football	340	0	0	0.002134391
Vehicle touring/racing	340	0	0	0
Softball	340	2.19E-05	0.036839561	0.036839561
Playing soccer	340	0	0	0.002194162
Doing aerobics	340	7.50E-05	0.122567154	0.118444905
Hunting	340	4.83E-04	0.444699434	0.438531913
Participating in martial arts	340	5.45E-06	0.017874933	0.017874933
Bowling	340	8.78E-06	0.007118593	0.007118593
Rollerblading	340	3.95E-06	0.012400697	0.020729616
Golfing	340	2.00E-05	0.00853091	0.007037745
Playing volleyball	340	0	0	0
Boating	340	3.10E-05	0.046047094	0.046047094
Playing baseball	340	6.25E-06	0.013392419	0.00892828
Running	345	7.82E-04	0.533838542	0.522817739
Playing racquet sports	345	2.11E-05	0.044005724	0.044005724
Weightlifting/strength training	345	8.38E-04	0.523797976	0.505484402
Hiking	345	9.12E-06	0.018027957	0.018027957
Biking	345	1.19E-04	0.143465827	0.1483424
Walking	345	0.001125932	0.243521947	0.235173536
Using cardiovascular equipment	345	0.001001461	0.751406016	0.690816071
Participating in water sports	345	1.74E-04	0.054216705	0.052853543
Playing basketball	345	3.20E-05	0.015313493	0.014872303
"Working out, unspecified"	345	0.002370442	0.681843536	0.664643204
"Skiing, ice skating, snowboarding"	345	0	0	0.00178902
Doing yoga	345	9.32E-05	0.218339146	0.206174463
Playing billiards	345	0	0	0
Fishing	345	2.49E-04	0.149215053	0.150512357
Dancing	345	1.22E-05	0.016357515	0.016357515
Playing football	345	6.19E-06	0.006403173	0.004268782
Vehicle touring/racing	345	0	0	0
Softball	345	2.19E-05	0.036839561	0.036839561
Playing soccer	345	5.30E-06	0.006582486	0.004388324
Doing aerobics	345	6.74E-05	0.110200406	0.113543825
Hunting	345	5.00E-04	0.460080199	0.459185665
Participating in martial arts	345	5.45E-06	0.017874933	0.017874933
Bowling	345	8.78E-06	0.007118593	0.007118593
Rollerblading	345	1.19E-05	0.037387453	0.029058534
Golfing	345	2.00E-05	0.00853091	0.011101738
Playing volleyball	345	0	0	0
Boating	345	3.10E-05	0.046047094	0.046047094
Playing baseball	345	0	0	0.00446414
Running	350	7.20E-04	0.490960479	0.508992053
Playing racquet sports	350	2.11E-05	0.044005724	0.044005724
Weightlifting/strength training	350	8.34E-04	0.521148836	0.514387572
Hiking	350	9.12E-06	0.018027957	0.019666509
Biking	350	1.31E-04	0.158095548	0.153218974
Walking	350	0.001192267	0.257869083	0.253758069
Using cardiovascular equipment	350	9.20E-04	0.690508501	0.69448884
Participating in water sports	350	1.93E-04	0.060344161	0.05810677
Playing basketball	350	3.20E-05	0.015313493	0.015313493
"Working out, unspecified"	350	0.002374237	0.682935152	0.683821915
"Skiing, ice skating, snowboarding"	350	2.59E-06	0.005367059	0.00357804
Doing yoga	350	9.32E-05	0.218339146	0.218361587
Playing billiards	350	0	0	0
Fishing	350	2.70E-04	0.161511504	0.157412687
Dancing	350	1.22E-05	0.016357515	0.016357515
Playing football	350	6.19E-06	0.006403173	0.006403173
Vehicle touring/racing	350	0	0	0
Softball	350	2.19E-05	0.036839561	0.036839561
Playing soccer	350	5.30E-06	0.006582486	0.006582486
Doing aerobics	350	6.60E-05	0.107863913	0.109098564
Hunting	350	5.14E-04	0.472777362	0.47086747
Participating in martial arts	350	5.45E-06	0.017874933	0.017874933
Bowling	350	8.78E-06	0.007118593	0.007118593
Rollerblading	350	1.19E-05	0.037387453	0.037387453
Golfing	350	3.81E-05	0.016243395	0.014448318
Playing volleyball	350	0	0	0
Boating	350	3.10E-05	0.046047094	0.046047094
Playing baseball	350	0	0	0
Running	355	7.36E-04	0.502177137	0.599868351
Playing racquet sports	355	2.11E-05	0.044005724	0.048724272
Weightlifting/strength training	355	7.97E-04	0.498215904	0.53622656
Hiking	355	1.16E-05	0.022943613	0.031471842
Biking	355	1.31E-04	0.158095548	0.179288923
Walking	355	0.001201579	0.259883176	0.328805448
Using cardiovascular equipment	355	8.55E-04	0.641552002	0.777353501
Participating in water sports	355	1.91E-04	0.059759445	0.068742791
Playing basketball	355	3.20E-05	0.015313493	0.01627111
"Working out, unspecified"	355	0.00238728	0.686687058	0.78987407
"Skiing, ice skating, snowboarding"	355	2.59E-06	0.005367059	0.005367059
Doing yoga	355	9.32E-05	0.21840647	0.287221531
Playing billiards	355	0	0	0
Fishing	355	2.70E-04	0.161511504	0.168009102
Dancing	355	1.22E-05	0.016357515	0.016357515
Playing football	355	6.19E-06	0.006403173	0.006403173
Vehicle touring/racing	355	0	0	0
Softball	355	2.19E-05	0.036839561	0.036839561
Playing soccer	355	5.30E-06	0.006582486	0.006582486
Doing aerobics	355	6.68E-05	0.109231372	0.154485708
Hunting	355	5.21E-04	0.479744849	0.500688459
Participating in martial arts	355	5.45E-06	0.017874933	0.019986567
Bowling	355	8.78E-06	0.007118593	0.007118593
Rollerblading	355	1.19E-05	0.037387453	0.041037072
Golfing	355	4.35E-05	0.018570649	0.019997943
Playing volleyball	355	0	0	0
Boating	355	3.10E-05	0.046047094	0.047425627
Playing baseball	355	0	0	0
Running	360	0.00118201	0.806467438	0.670485291
Playing racquet sports	360	2.79E-05	0.058161367	0.055486065
Weightlifting/strength training	360	9.43E-04	0.58931494	0.549159921
Hiking	360	2.70E-05	0.053443955	0.043277174
Biking	360	1.84E-04	0.221675673	0.170157189
Walking	360	0.002166885	0.468664084	0.391960762
Using cardiovascular equipment	360	0.001332783	1	0.845070588
Participating in water sports	360	2.76E-04	0.086124767	0.078662587
Playing basketball	360	3.80E-05	0.018186344	0.019581544
"Working out, unspecified"	360	0.003476518	1	0.849323203
"Skiing, ice skating, snowboarding"	360	2.59E-06	0.005367059	0.005367059
Doing yoga	360	1.81E-04	0.424918978	0.344356528
Playing billiards	360	0	0	0
Fishing	360	3.03E-04	0.181004297	0.171615272
Dancing	360	1.22E-05	0.016357515	0.011766718
Playing football	360	6.19E-06	0.006403173	0.006403173
Vehicle touring/racing	360	0	0	0.008022294
Softball	360	2.19E-05	0.036839561	0.036839561
Playing soccer	360	5.30E-06	0.006582486	0.006582486
Doing aerobics	360	1.51E-04	0.24636184	0.202168712
Hunting	360	5.97E-04	0.549543167	0.532524725
Participating in martial arts	360	7.38E-06	0.024209836	0.01613989
Bowling	360	8.78E-06	0.007118593	0.007118593
Rollerblading	360	1.54E-05	0.048336311	0.040553126
Golfing	360	5.90E-05	0.025179786	0.023575487
Playing volleyball	360	0	0	0
Boating	360	3.38E-05	0.050182694	0.048804161
Playing baseball	360	0	0	0
Running	365	0.001030085	0.702811297	0.736329417
Playing racquet sports	365	3.09E-05	0.064291104	0.062247858
Weightlifting/strength training	365	8.96E-04	0.55994892	0.570157894
Hiking	365	2.70E-05	0.053443955	0.053443955
Biking	365	1.08E-04	0.130700346	0.163866571
Walking	365	0.002068269	0.447335027	0.457073926
Using cardiovascular equipment	365	0.001191054	0.893659761	0.943901943
Participating in water sports	365	2.89E-04	0.090103549	0.100123049
Playing basketball	365	5.28E-05	0.025244796	0.023530287
"Working out, unspecified"	365	0.002994265	0.86128255	0.905339772
"Skiing, ice skating, snowboarding"	365	2.59E-06	0.005367059	0.005367059
Doing yoga	365	1.66E-04	0.389744138	0.414555891
Playing billiards	365	0	0	0
Fishing	365	2.88E-04	0.172330014	0.177307893
Dancing	365	1.93E-06	0.002585124	0.007175921
Playing football	365	6.19E-06	0.006403173	0.006403173
Vehicle touring/racing	365	9.65E-06	0.024066883	0.016044589
Softball	365	2.19E-05	0.036839561	0.036839561
Playing soccer	365	5.30E-06	0.006582486	0.006582486
Doing aerobics	365	1.53E-04	0.250912923	0.250634486
Hunting	365	6.18E-04	0.568286161	0.579021974
Participating in martial arts	365	1.93E-06	0.006334902	0.012293213
Bowling	365	8.78E-06	0.007118593	0.007118593
Rollerblading	365	1.14E-05	0.035935614	0.04006918
Golfing	365	6.33E-05	0.026976025	0.026377278
Playing volleyball	365	0	0	0.007267713
Boating	365	3.38E-05	0.050182694	0.050182694
Playing baseball	365	0	0	0
Running	370	0.001025539	0.699709516	0.716991883
Playing racquet sports	370	3.09E-05	0.064291104	0.064291104
Weightlifting/strength training	370	8.98E-04	0.561209822	0.590221801
Hiking	370	2.70E-05	0.053443955	0.053443955
Biking	370	1.16E-04	0.139223694	0.141805006
Walking	370	0.002104738	0.455222668	0.457240636
Using cardiovascular equipment	370	0.001250211	0.938046067	0.935773347
Participating in water sports	370	3.98E-04	0.124140831	0.115096333
Playing basketball	370	5.68E-05	0.027159721	0.026521413
"Working out, unspecified"	370	0.002971508	0.854736765	0.871801275
"Skiing, ice skating, snowboarding"	370	2.59E-06	0.005367059	0.005367059
Doing yoga	370	1.83E-04	0.429004559	0.432659882
Playing billiards	370	0	0	0
Fishing	370	2.99E-04	0.178589369	0.189565768
Dancing	370	1.93E-06	0.002585124	0.002585124
Playing football	370	6.19E-06	0.006403173	0.006403173
Vehicle touring/racing	370	9.65E-06	0.024066883	0.024066883
Softball	370	2.19E-05	0.036839561	0.042684771
Playing soccer	370	5.30E-06	0.006582486	0.006582486
Doing aerobics	370	1.56E-04	0.254628693	0.262638438
Hunting	370	6.73E-04	0.619236594	0.610478581
Participating in martial arts	370	1.93E-06	0.006334902	0.006334902
Bowling	370	8.78E-06	0.007118593	0.007118593
Rollerblading	370	1.14E-05	0.035935614	0.035935614
Golfing	370	6.33E-05	0.026976025	0.027093815
Playing volleyball	370	1.04E-05	0.02180314	0.014535427
Boating	370	3.38E-05	0.050182694	0.050182694
Playing baseball	370	0	0	0
Running	375	0.001096983	0.748454838	0.727331435
Playing racquet sports	375	3.09E-05	0.064291104	0.064291104
Weightlifting/strength training	375	0.001039435	0.649506661	0.611333302
Hiking	375	2.70E-05	0.053443955	0.063273894
Biking	375	1.29E-04	0.155490979	0.148966463
Walking	375	0.002169197	0.469164213	0.462678256
Using cardiovascular equipment	375	0.001300282	0.975614214	0.926510902
Participating in water sports	375	4.20E-04	0.131044619	0.130242079
Playing basketball	375	5.68E-05	0.027159721	0.027159721
"Working out, unspecified"	375	0.003126727	0.89938451	0.863268478
"Skiing, ice skating, snowboarding"	375	2.59E-06	0.005367059	0.016754906
Doing yoga	375	2.05E-04	0.479230949	0.446981366
Playing billiards	375	0	0	0
Fishing	375	3.64E-04	0.21777792	0.209996595
Dancing	375	1.93E-06	0.002585124	0.002585124
Playing football	375	6.19E-06	0.006403173	0.006403173
Vehicle touring/racing	375	9.65E-06	0.024066883	0.024066883
Softball	375	3.24E-05	0.054375191	0.048529981
Playing soccer	375	5.30E-06	0.006582486	0.006582486
Doing aerobics	375	1.73E-04	0.282373698	0.268917113
Hunting	375	7.00E-04	0.643912989	0.640621166
Participating in martial arts	375	1.93E-06	0.006334902	0.006334902
Bowling	375	8.78E-06	0.007118593	0.007118593
Rollerblading	375	1.14E-05	0.035935614	0.035935614
Golfing	375	6.41E-05	0.027329395	0.029196318
Playing volleyball	375	1.04E-05	0.02180314	0.02180314
Boating	375	3.38E-05	0.050182694	0.050182694
Playing baseball	375	0	0	0
Running	380	0.001075548	0.733829952	0.737575502
Playing racquet sports	380	3.09E-05	0.064291104	0.055637103
Weightlifting/strength training	380	9.97E-04	0.623283422	0.629247304
Hiking	380	4.20E-05	0.082933771	0.074136564
Biking	380	1.26E-04	0.152184717	0.159417582
Walking	380	0.002143693	0.463647888	0.463671408
Using cardiovascular equipment	380	0.00115402	0.865872424	0.880987568
Participating in water sports	380	4.34E-04	0.135540787	0.1351356
Playing basketball	380	5.68E-05	0.027159721	0.027159721
"Working out, unspecified"	380	0.002905271	0.835684159	0.84247475
"Skiing, ice skating, snowboarding"	380	1.91E-05	0.039530599	0.028142752
Doing yoga	380	1.85E-04	0.43270859	0.422172815
Playing billiards	380	0	0	0
Fishing	380	3.90E-04	0.233622497	0.231727285
Dancing	380	1.93E-06	0.002585124	0.002585124
Playing football	380	6.19E-06	0.006403173	0.006403173
Vehicle touring/racing	380	9.65E-06	0.024066883	0.024066883
Softball	380	3.24E-05	0.054375191	0.054375191
Playing soccer	380	5.30E-06	0.006582486	0.006582486
Doing aerobics	380	1.65E-04	0.269748947	0.271587971
Hunting	380	7.16E-04	0.658713915	0.659079767
Participating in martial arts	380	1.93E-06	0.006334902	0.006334902
Bowling	380	8.78E-06	0.007118593	0.007118593
Rollerblading	380	1.14E-05	0.035935614	0.037279325
Golfing	380	7.80E-05	0.033283533	0.031523157
Playing volleyball	380	1.04E-05	0.02180314	0.02180314
Boating	380	3.38E-05	0.050182694	0.050182694
Playing baseball	380	0	0	0
Running	385	0.001070582	0.730441717	0.771285989
Playing racquet sports	385	1.84E-05	0.038329101	0.055231213
Weightlifting/strength training	385	9.84E-04	0.614951828	0.633285359
Hiking	385	4.35E-05	0.086031966	0.098466807
Biking	385	1.42E-04	0.170577051	0.179266711
Walking	385	0.002118514	0.458202122	0.498533234
Using cardiovascular equipment	385	0.001068193	0.801476067	0.876277844
Participating in water sports	385	4.45E-04	0.138821395	0.13964002
Playing basketball	385	5.68E-05	0.027159721	0.027757787
"Working out, unspecified"	385	0.002754639	0.792355581	0.863880065
"Skiing, ice skating, snowboarding"	385	1.91E-05	0.039530599	0.039530599
Doing yoga	385	1.51E-04	0.354578907	0.467419795
Playing billiards	385	0	0	0
Fishing	385	4.07E-04	0.24378144	0.252897247
Dancing	385	1.93E-06	0.002585124	0.003738027
Playing football	385	6.19E-06	0.006403173	0.009094739
Vehicle touring/racing	385	9.65E-06	0.024066883	0.025890132
Softball	385	3.24E-05	0.054375191	0.054375191
Playing soccer	385	5.30E-06	0.006582486	0.006582486
Doing aerobics	385	1.61E-04	0.262641267	0.293498865
Hunting	385	7.33E-04	0.674612397	0.681776551
Participating in martial arts	385	1.93E-06	0.006334902	0.006334902
Bowling	385	8.78E-06	0.007118593	0.007118593
Rollerblading	385	1.27E-05	0.039966748	0.042740585
Golfing	385	7.96E-05	0.033956543	0.034305346
Playing volleyball	385	1.04E-05	0.02180314	0.02180314
Boating	385	3.38E-05	0.050182694	0.051815351
Playing baseball	385	0	0	0
Running	390	0.001245208	0.849586298	0.772105096
Playing racquet sports	390	3.03E-05	0.063073433	0.061163464
Weightlifting/strength training	390	0.001058822	0.661620828	0.616419799
Hiking	390	6.40E-05	0.126434685	0.112422612
Biking	390	1.78E-04	0.215038366	0.184826825
Walking	390	0.002652752	0.573749691	0.511518632
Using cardiovascular equipment	390	0.001281451	0.96148504	0.878891123
Participating in water sports	390	4.63E-04	0.144557878	0.140848861
Playing basketball	390	6.05E-05	0.028953918	0.027702517
"Working out, unspecified"	390	0.003349975	0.963600454	0.850058188
"Skiing, ice skating, snowboarding"	390	1.91E-05	0.039530599	0.040610326
Doing yoga	390	2.63E-04	0.614971888	0.49720463
Playing billiards	390	0	0	0
Fishing	390	4.70E-04	0.281287805	0.270108725
Dancing	390	4.51E-06	0.006043834	0.004890931
Playing football	390	1.40E-05	0.01447787	0.011786304
Vehicle touring/racing	390	1.18E-05	0.029536629	0.027713381
Softball	390	3.24E-05	0.054375191	0.054375191
Playing soccer	390	5.30E-06	0.006582486	0.010325085
Doing aerobics	390	2.13E-04	0.348106381	0.299067378
Hunting	390	7.74E-04	0.712003343	0.710933873
Participating in martial arts	390	1.93E-06	0.006334902	0.006334902
Bowling	390	8.78E-06	0.007118593	0.007118593
Rollerblading	390	1.67E-05	0.052319393	0.048201845
Golfing	390	8.37E-05	0.035675961	0.038158117
Playing volleyball	390	1.04E-05	0.02180314	0.02180314
Boating	390	3.71E-05	0.055080666	0.049802652
Playing baseball	390	0	0	0
Running	395	0.001079149	0.736287274	0.771905723
Playing racquet sports	395	3.94E-05	0.082087858	0.079911698
Weightlifting/strength training	395	9.16E-04	0.572686741	0.604246189
Hiking	395	6.31E-05	0.124801186	0.119096169
Biking	395	1.40E-04	0.168865059	0.185741866
Walking	395	0.002323808	0.502604084	0.522702381
Using cardiovascular equipment	395	0.001164469	0.873712261	0.887732246
Participating in water sports	395	4.46E-04	0.13916731	0.140384257
Playing basketball	395	5.64E-05	0.026993912	0.031620184
"Working out, unspecified"	395	0.002761115	0.794218528	0.850310299
"Skiing, ice skating, snowboarding"	395	2.07E-05	0.04276978	0.041690053
Doing yoga	395	2.23E-04	0.522063095	0.563593155
Playing billiards	395	0	0	0
Fishing	395	4.77E-04	0.285256929	0.286390378
Dancing	395	4.51E-06	0.006043834	0.006043834
Playing football	395	1.40E-05	0.01447787	0.01447787
Vehicle touring/racing	395	1.18E-05	0.029536629	0.029536629
Softball	395	3.24E-05	0.054375191	0.054375191
Playing soccer	395	1.43E-05	0.017810284	0.014067685
Doing aerobics	395	1.75E-04	0.286454484	0.308247607
Hunting	395	8.11E-04	0.746185878	0.742152933
Participating in martial arts	395	1.93E-06	0.006334902	0.006334902
